"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"4hjW39uC","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","4hjW39uC",2914,23234,191,0.00822071102694327,"Microglia"
"4Nsa2212","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","4Nsa2212",1220,232063,7361,0.0317198347000599,"Microglia"
"4OsZ4KZO","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","4OsZ4KZO",1626,316460,2089,0.00660115022435695,"Microglia"
"5FzPU05n","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","5FzPU05n",1363,198873,1825,0.00917671076516169,"Microglia"
"5r4yIdNj","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","5r4yIdNj",3322,139021,832,0.00598470734637213,"Microglia"
"5tyUnAVC","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","5tyUnAVC",2484,716740,4846,0.00676116862460585,"Microglia"
"6ipGKO2C","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","6ipGKO2C",2346,234756,2798,0.0119187582000034,"Microglia"
"6SR1NByu","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","6SR1NByu",1560,378756,3852,0.0101701359186389,"Microglia"
"6tiQTigP","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","6tiQTigP",1884,503663,5499,0.0109180146248583,"Microglia"
"6WNC6J6w","SRA653146","SRS2874269","Mus musculus","SMART-seq2","Microglia","6WNC6J6w",1825,447467,5991,0.0133886968201007,"Microglia"
