"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"qMEojwYw","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","qMEojwYw",181,10743,10332,0.961742530019548,"Unknown"
"qnpHSb3L","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","qnpHSb3L",310,190743,6142,0.0322003952962887,"Erythroid-like and erythroid precursor cells"
"QvUerNCC","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","QvUerNCC",4242,368673,5757,0.0156154641104719,"Macrophages"
"r3W6lec6","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","r3W6lec6",112,12643,12336,0.975717788499565,"Unknown"
"rlJOtlZo","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","rlJOtlZo",4479,403039,8847,0.0219507293338858,"Fibroblasts"
"sA4FNbRD","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","sA4FNbRD",836,46829,9242,0.197356339020692,"Endothelial cells"
"SKQqegJQ","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","SKQqegJQ",146,36108,35539,0.984241719286585,"Unknown"
"sqJC7tRF","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","sqJC7tRF",2716,86887,2654,0.0305454210641408,"Fibroblasts"
"TciY9l8w","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","TciY9l8w",328,123566,4144,0.0335367334056294,"Erythroid-like and erythroid precursor cells"
"thTv0c7z","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","thTv0c7z",4194,798411,22301,0.0279317293975158,"Fibroblasts"
"TrYLzOep","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","TrYLzOep",135,11111,10915,0.982359823598236,"Unknown"
"TTc5Zncw","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","TTc5Zncw",1336,69827,7801,0.111718962578945,"Macrophages"
"UkuiAev6","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","UkuiAev6",796,60990,8895,0.145843580914904,"Endothelial cells"
"v8856yOz","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","v8856yOz",136,36976,36447,0.98569342276071,"Unknown"
"vq1H5jF2","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","vq1H5jF2",713,11921,8854,0.742722925929033,"Unknown"
"vWIfTgec","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","vWIfTgec",3033,259257,4185,0.0161422835256136,"Endothelial cells"
"vYEtRO62","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","vYEtRO62",4226,385937,6168,0.0159818830534517,"Macrophages"
"W6pm7xQc","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","W6pm7xQc",4202,749151,20762,0.027714038958768,"Fibroblasts"
"WinXsgH1","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","WinXsgH1",147,10152,9577,0.943360914105595,"Unknown"
"wivt2H3B","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","wivt2H3B",3861,327457,11303,0.0345175091691428,"Endothelial cells"
"WO3DMoqG","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","WO3DMoqG",1365,123867,28592,0.230828227049981,"Endothelial cells"
"WzVZSHXa","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","WzVZSHXa",3572,416894,6767,0.0162319438514347,"Fibroblasts"
"x5p4fxxK","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","x5p4fxxK",162,33229,32713,0.984471395467814,"Unknown"
"Xat73QMb","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","Xat73QMb",3800,406852,6859,0.0168587102926863,"Fibroblasts"
