"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"TG5P1jOw","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","TG5P1jOw",3831,803578,9338,0.0116205271921332,"Fibroblasts"
"TlBxr2LA","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","TlBxr2LA",2057,245280,5180,0.0211187214611872,"Fibroblasts"
"TykflTaH","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","TykflTaH",3947,215203,2945,0.0136847534653327,"Fibroblasts"
"U7LeAxda","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","U7LeAxda",3308,163305,3827,0.0234346774440464,"Chondrocytes"
"uAs90lgN","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","uAs90lgN",5585,280326,7575,0.0270221099719612,"T memory cells"
"Ubd2D3Em","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","Ubd2D3Em",3309,427744,7555,0.017662433605147,"Fibroblasts"
"UhHjOqiK","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","UhHjOqiK",4643,1056989,11233,0.0106273575221691,"Fibroblasts"
"UlB7B53H","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","UlB7B53H",3556,261804,7143,0.0272837695375166,"Chondrocytes"
"UU5FsQRh","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","UU5FsQRh",3313,436249,3300,0.00756448725383898,"Macrophages"
"Uup9cc1d","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","Uup9cc1d",4524,678874,10798,0.0159057498151351,"Fibroblasts"
"V8su2VWU","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","V8su2VWU",3753,263998,4272,0.0161819407722786,"Fibroblasts"
"VI5Mbfw8","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","VI5Mbfw8",2235,192167,6186,0.0321907507532511,"Endothelial cells"
"vOUtmfrL","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","vOUtmfrL",4245,327980,10009,0.0305171047015062,"Chondrocytes"
"VshLiQBR","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","VshLiQBR",2189,66975,8091,0.120806270996641,"Follicular cells"
"vvMY4MZL","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","vvMY4MZL",2226,74468,1824,0.0244937422785626,"Fibroblasts"
"w1GfMjyV","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","w1GfMjyV",4773,663769,9797,0.0147596528310301,"Fibroblasts"
"w2quPBCq","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","w2quPBCq",3996,205372,3079,0.0149923066435541,"Fibroblasts"
"w2viKeqN","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","w2viKeqN",4823,328413,7767,0.0236500991130071,"Fibroblasts"
"w5UxdvB7","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","w5UxdvB7",3235,165846,20715,0.124905032379436,"Follicular cells"
"WCjQvMy5","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","WCjQvMy5",4636,427273,7153,0.0167410531440086,"Fibroblasts"
"WcjX9TKW","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","WcjX9TKW",4419,224544,3686,0.0164154909505487,"Fibroblasts"
"WizZ8HB2","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","WizZ8HB2",5314,588717,8781,0.0149154857087531,"Fibroblasts"
"wjLGa9gI","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","wjLGa9gI",332,31657,2077,0.0656095018479325,"Unknown"
"Wk4fPQE1","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","Wk4fPQE1",3934,215605,2885,0.0133809512766402,"Fibroblasts"
"WmSG8yWN","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","WmSG8yWN",3705,253610,4527,0.0178502424983242,"Chondrocytes"
"WntdsdlG","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","WntdsdlG",4780,659667,10030,0.0152046411295396,"Fibroblasts"
"wPq15CLy","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","wPq15CLy",626,52975,19076,0.360094384143464,"Unknown"
"XB0EAYX5","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","XB0EAYX5",4124,1004413,11759,0.0117073355283136,"Fibroblasts"
"xbtxquOY","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","xbtxquOY",4966,317545,7198,0.0226676534034546,"Fibroblasts"
"XKLFF0kM","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","XKLFF0kM",4411,807126,5142,0.00637075252191108,"Fibroblasts"
"XznwqxH0","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","XznwqxH0",4879,518373,8834,0.017041782654575,"Fibroblasts"
"yE6JxFNi","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","yE6JxFNi",2265,95301,1581,0.016589542607108,"Endothelial cells"
"yfC97yX8","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","yfC97yX8",3866,171860,4993,0.0290527173280577,"T memory cells"
"Yhyjyyzb","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","Yhyjyyzb",2481,225969,4203,0.0185998964459727,"Macrophages"
"YM1hgD3Y","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","YM1hgD3Y",4418,376108,4842,0.0128739617343954,"Fibroblasts"
"ymdEE9Xb","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","ymdEE9Xb",1689,63078,6070,0.0962300643647547,"Schwann cells"
"YT1wmKmz","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","YT1wmKmz",1235,34874,655,0.0187819005562884,"Endothelial cells"
"z4U6dd4e","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","z4U6dd4e",3918,135325,2197,0.0162349898392758,"Fibroblasts"
"zeN3LUfe","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","zeN3LUfe",3276,165136,3911,0.0236835093498692,"Chondrocytes"
"zk3UXYWv","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","zk3UXYWv",3557,441111,6899,0.015640054317394,"Fibroblasts"
"zlcU8UJS","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","zlcU8UJS",3696,302040,13487,0.0446530260892597,"Smooth muscle cells"
"ZMHHLNgR","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","ZMHHLNgR",4278,437091,10348,0.0236747038946123,"Fibroblasts"
"ZmsdvwYF","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","ZmsdvwYF",3877,171154,5145,0.030060647136497,"T memory cells"
"ZND9e9fT","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","ZND9e9fT",3296,422691,7652,0.0181030587355775,"Fibroblasts"
"ZPovkwBN","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","ZPovkwBN",3947,187988,3339,0.0177617720280018,"Fibroblasts"
"zU3Ran2i","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","zU3Ran2i",2724,109936,2246,0.0204300684034347,"Fibroblasts"
"ZVIxiPUj","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","ZVIxiPUj",3752,302900,13522,0.0446417959722681,"Smooth muscle cells"
"0Lt9SybF","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","0Lt9SybF",4231,191805,2746,0.0143166236542322,"Fibroblasts"
"0UBapckC","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","0UBapckC",4526,303426,5550,0.0182911154614305,"Fibroblasts"
"0Vzq4NkY","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","0Vzq4NkY",2819,176692,5009,0.0283487650827429,"T cells"
"0X3flgvQ","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","0X3flgvQ",2225,184208,2774,0.0150590636671589,"Macrophages"
"0xYGMFyN","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","0xYGMFyN",4257,243179,2755,0.0113291032531592,"Fibroblasts"
"12kMQZEJ","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","12kMQZEJ",2822,142272,2471,0.0173681399010346,"T cells"
