"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"055e46ff","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","055e46ff",3153,74032,9017,0.121798681651178,"Unknown"
"0646ad4f","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0646ad4f",3246,78032,7753,0.0993566741849498,"Unknown"
"065e4dfa","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","065e4dfa",6023,225854,26437,0.117053494735537,"Unknown"
"069b8596","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","069b8596",4357,104632,6251,0.0597427173331294,"Unknown"
"0702de4a","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0702de4a",1156,12390,5330,0.430185633575464,"Unknown"
"070da6ad","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","070da6ad",4951,213687,14461,0.0676737471161091,"Unknown"
"0756386a","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0756386a",5363,305908,53409,0.174591707310695,"Endothelial cells"
"0763a171","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0763a171",5807,148078,4794,0.0323748294817596,"Unknown"
"07720b2b","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","07720b2b",6046,210395,6161,0.0292830152807814,"Unknown"
"08294cfd","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","08294cfd",2231,35628,4909,0.137784888290109,"Unknown"
"086d8f51","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","086d8f51",5243,172124,8374,0.0486509725546699,"Endothelial cells"
"0870d736","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0870d736",6225,399380,32083,0.0803320146226651,"Unknown"
"08a0ce41","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","08a0ce41",5546,176001,9498,0.0539656024681678,"Endothelial cells"
"08c18e1d","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","08c18e1d",5171,129239,4799,0.0371327540448317,"Unknown"
"08dc8ea0","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","08dc8ea0",3811,161146,19006,0.117942735159421,"Unknown"
"0900aec4","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0900aec4",3505,27531,2027,0.0736260942210599,"Unknown"
"091024dd","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","091024dd",5470,111677,3392,0.0303733087385943,"Unknown"
"0914d7de","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0914d7de",4474,213528,27724,0.129837773032108,"Endothelial cells"
"092be64d","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","092be64d",10373,910078,90851,0.0998277070756572,"Endothelial cells"
"09536248","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","09536248",4706,120782,5419,0.0448659568478747,"Unknown"
